seed,weight_factor,floor_mean,floor_std,wt_mech,wt_lin
255,0.3,0.007476615905761719,0.0023796957414381256,0.011088120937347411,0.012829840183258057
256,0.425,0.009389817714691162,0.0035630385010090417,0.012127235531806946,0.013643231987953187
257,0.55,0.009148144721984863,0.0033082715793635057,0.013358208537101745,0.011087876558303834
258,0.675,0.007562375068664551,0.0028244999226874306,0.013692185282707214,0.012651363015174865
259,0.8,0.0083593487739563,0.0033400316948670084,0.013271975517272949,0.013484281301498414
260,0.3,0.007727241516113282,0.0035065145630949882,0.01267833709716797,0.012256366014480592
261,0.425,0.006443691253662109,0.002380795505700187,0.010961547493934631,0.010495507717132568
262,0.55,0.007692575454711914,0.0030891550121703356,0.012016847729682922,0.014405524730682373
263,0.675,0.006454789638519287,0.0024406042088052854,0.012045368552207947,0.016773658990859985
264,0.8,0.006706416606903076,0.002981525832405173,0.011143329739570617,0.010683590173721313
265,0.3,0.007722830772399903,0.0034090556333419807,0.01054946780204773,0.01229020655155182
266,0.425,0.007523393630981446,0.0036677869169893466,0.010623553395271301,0.013096180558204652
267,0.55,0.005497264862060547,0.0012801637362066,0.012099716067314147,0.015027123689651489
268,0.675,0.007085156440734863,0.00421983653702747,0.011373180150985717,0.012856337428092956
269,0.8,0.006753277778625488,0.0035100658755939625,0.01320590078830719,0.011483576893806458
270,0.3,0.007914483547210693,0.004647476600826166,0.011422449350357055,0.011137792468070984
271,0.425,0.007018065452575684,0.0019945716955433943,0.013398855924606323,0.012731057405471802
272,0.55,0.005755102634429932,0.0024370362830973607,0.012445172667503357,0.01292220950126648
273,0.675,0.007164919376373291,0.0029074084607673954,0.011748063564300536,0.014810186624526978
274,0.8,0.011187458038330078,0.008198251787922755,0.011819022893905639,0.013106220960617065
275,0.3,0.006673502922058106,0.002140219384443007,0.011066412925720215,0.011353960633277893
276,0.425,0.006905126571655274,0.003924287797988039,0.013429006934165955,0.010617664456367493
277,0.55,0.008430123329162598,0.005412660950074395,0.011483472585678101,0.0117449551820755
278,0.675,0.009406578540802003,0.003848579232836275,0.015753644704818725,0.012960526347160339
279,0.8,0.009578335285186767,0.006756809091181385,0.009728765487670899,0.01468196213245392
280,0.3,0.00799870491027832,0.0026110579252558875,0.012139111757278442,0.011338695883750916
281,0.425,0.007926273345947265,0.00526712807992971,0.011401119828224181,0.01310456395149231
282,0.55,0.009064888954162598,0.005291286991769486,0.010533097386360168,0.010961499810218812
283,0.675,0.009230566024780274,0.003186142278133367,0.013233041763305664,0.010657724738121033
284,0.8,0.006594514846801758,0.0027890920705275096,0.010472732782363891,0.013817474246025085
285,0.3,0.008826053142547608,0.007466773585147665,0.012976723909378051,0.013373976945877076
286,0.425,0.007854759693145752,0.004069783057702219,0.01252780556678772,0.01250295341014862
287,0.55,0.008503139019012451,0.004447050463463237,0.012220841646194459,0.012517493963241578
288,0.675,0.007523918151855468,0.0029761189135550288,0.013319826126098633,0.014986619353294373
289,0.8,0.011170971393585204,0.004729700075175578,0.011658108234405518,0.01136218011379242
290,0.3,0.006969189643859864,0.00375028823727938,0.012388378381729126,0.01380980908870697
291,0.425,0.0075820088386535645,0.003784956071483912,0.013996833562850952,0.011303168535232545
292,0.55,0.006831121444702148,0.002545310458875916,0.012426114082336426,0.010821083188056945
293,0.675,0.00820540189743042,0.004682104632921813,0.010987436771392823,0.014448362588882446
294,0.8,0.006523263454437256,0.0014093059534144533,0.012800011038780212,0.01244531273841858
295,0.3,0.006813132762908935,0.0031416643028950274,0.011646518111228943,0.012341547012329101
296,0.425,0.007074987888336182,0.004235222443556183,0.012222576141357421,0.012671458721160888
297,0.55,0.0061540365219116214,0.0030624451003368972,0.013658735156059264,0.012957581877708435
298,0.675,0.006471574306488037,0.003398567197876604,0.012318310141563416,0.014141678810119629
299,0.8,0.006952142715454102,0.0031754562269297433,0.01169523298740387,0.013948041200637817
