study,mechanism,param,factor,cells,noise,rep,floor_mean,floor_std,wt_mech,wt_lin,loss_K,loss_n,loss_vmax,wt_distance
calib,ceiling,vmax,0.3,2000,1,19,0.012467122077941895,0.013263267388621559,0.01518675684928894,0.03240580856800079,0.02289719581604004,0.268574184179306,0.014554741978645324,0.3232536315917969
calib,ceiling,vmax,0.3,2000,1,20,0.008853006362915038,0.0037581588443353357,0.012433037161827087,0.029667979478836058,0.03178927302360535,0.2993704050779343,0.014670845866203309,0.3094738721847534
calib,ceiling,vmax,0.3,2000,1,21,0.00977942943572998,0.006748255665431119,0.014529082179069518,0.029128938913345337,0.02072155773639679,0.3112545281648636,0.013246220350265504,0.3402366638183594
calib,ceiling,vmax,0.3,2000,1,22,0.009313011169433593,0.00513725205409439,0.01339980959892273,0.03233104646205902,0.03041875958442688,0.2566834330558777,0.013532322645187379,0.2670924663543701
calib,ceiling,vmax,0.3,2000,1,23,0.00730738639831543,0.001845366923062191,0.013650527596473694,0.031707650423049925,0.0242394357919693,0.2770673245191574,0.01462012529373169,0.2108452320098877
calib,ceiling,vmax,0.3,2000,1,24,0.009033823013305664,0.005272875566340158,0.01316918432712555,0.026324260234832763,0.02618161737918854,0.2857420533895493,0.013234084844589234,0.27954423427581787
calib,ceiling,vmax,0.3,2000,1,25,0.008172178268432617,0.0045782959364664986,0.01481652557849884,0.03193381726741791,0.02409449517726898,0.2742266058921814,0.01090359091758728,0.3431757688522339
calib,ceiling,vmax,0.3,2000,1,26,0.0063139557838439945,0.0025473122761391926,0.014243972301483155,0.03921991586685181,0.027117115259170533,0.19033522605895997,0.012865772843360901,0.2623941898345947
calib,ceiling,vmax,0.3,2000,1,27,0.009072542190551758,0.004148638202731289,0.012573760747909547,0.03523862063884735,0.025899940729141237,0.17688111662864686,0.012585601210594178,0.36622750759124756
calib,ceiling,vmax,0.3,2000,1,28,0.008804190158843993,0.002952848621867547,0.010886603593826294,0.027111551165580748,0.0210836261510849,0.2193340539932251,0.015372511744499207,0.34489238262176514
calib,ceiling,vmax,0.3,2000,1,29,0.00904686450958252,0.005085536438136185,0.015295040607452393,0.030444273352622987,0.02040962278842926,0.3273200780153275,0.014350625872611999,0.20821046829223633
calib,ceiling,vmax,0.3,2000,1,30,0.011681020259857178,0.005727664053383634,0.017298558354377748,0.03348220586776733,0.024306178092956543,0.3167809784412384,0.012786990404129029,0.3645963668823242
calib,ceiling,vmax,0.3,2000,1,31,0.010204446315765382,0.006010388138777911,0.013427546620368958,0.03124907612800598,0.02281557321548462,0.24050882160663606,0.013119089603424072,0.3593236207962036
calib,ceiling,vmax,0.3,2000,1,32,0.01092689037322998,0.006823561385874781,0.01582913100719452,0.030251246690750123,0.02316347062587738,0.14814064502716065,0.01347186267375946,0.3021092414855957
calib,ceiling,vmax,0.3,2000,1,33,0.007631921768188476,0.0033422190217980174,0.017493173480033875,0.03163175880908966,0.03002098500728607,0.2302427351474762,0.012486696243286133,0.2127687931060791
calib,ceiling,vmax,0.3,2000,1,34,0.011991155147552491,0.00501704108947029,0.010404047369956971,0.027724874019622803,0.023142939805984496,0.23366186320781707,0.01297323703765869,0.282873272895813
calib,ceiling,vmax,0.3,2000,1,35,0.009705448150634765,0.003338400120478617,0.014953696727752685,0.02837211489677429,0.019281500577926637,0.309720316529274,0.014496231079101562,0.315885066986084
